snapped_at,price,market_cap,total_volume
2018-10-10 00:00:00 UTC,0.02729705205260009,6684498.350035174,15680.363102324862
2018-10-11 00:00:00 UTC,0.027318148684057866,6690505.911965895,5557.7441570597275
2018-10-12 00:00:00 UTC,0.022983224634668675,5629534.261405816,22778.77795289312
2018-10-13 00:00:00 UTC,0.02311423375290699,5662341.207059222,5406.714151003868
2018-10-14 00:00:00 UTC,0.02345076030850882,5745510.712143148,14466.508925241287
2018-10-15 00:00:00 UTC,0.02417839540800167,5924527.2796244165,7444.934931264269
2018-10-16 00:00:00 UTC,0.024849387211227487,6089710.573039698,12333.574978451994
2018-10-17 00:00:00 UTC,0.02539036863548337,6222090.416856596,8791.074029924926
2018-10-18 00:00:00 UTC,0.027101109590879628,6643192.688277062,29022.823749231244
2018-10-19 00:00:00 UTC,0.024947718263724196,6116107.865714812,11328.54753419671
2018-10-20 00:00:00 UTC,0.024982511675166644,6125405.034953303,11233.83361354937
2018-10-21 00:00:00 UTC,0.024833593986366975,6169564.2075954415,8246.784688564501
2018-10-22 00:00:00 UTC,0.024779841702880674,6077827.537708283,10666.399744217599
2018-10-23 00:00:00 UTC,0.02379805890005784,5837182.543967359,8265.006644558536
2018-10-24 00:00:00 UTC,0.022756821115862715,5582483.003529879,12577.209564054088
2018-10-25 00:00:00 UTC,0.024088345609564996,5909858.523816293,14730.253300563905
2018-10-26 00:00:00 UTC,0.023428236823411202,5748624.346891819,8636.021824764084
2018-10-27 00:00:00 UTC,0.02350856031664231,5769055.509989636,5180.881005027472
2018-10-28 00:00:00 UTC,0.02421010381432717,5942091.77365972,9381.73194855845
2018-10-29 00:00:00 UTC,0.0241254143716136,5921919.632437971,5618.438805262134
2018-10-30 00:00:00 UTC,0.023485608704567895,5765590.238345422,9911.055431796736
2018-10-31 00:00:00 UTC,0.02248159684733018,5520166.9937179135,8071.0750722650555
2018-11-01 00:00:00 UTC,0.02312592545775407,5678712.537833245,10817.152110303823
2018-11-02 00:00:00 UTC,0.0234570377967078,5760739.163453944,12132.557272749227
2018-11-03 00:00:00 UTC,0.025139828973081643,6174779.931870287,22036.174711538188
2018-11-04 00:00:00 UTC,0.02554794065840008,6275805.067573826,9372.15149355246
2018-11-05 00:00:00 UTC,0.024849951959780462,6105109.200209678,22444.395905308178
2018-11-06 00:00:00 UTC,0.024614786394714264,6048092.128907737,9649.67138376657
2018-11-07 00:00:00 UTC,0.024796077390686375,6093393.872673841,6279.237276636086
2018-11-08 00:00:00 UTC,0.02423082296586414,5952392.399346083,9654.461543236432
2018-11-09 00:00:00 UTC,0.023562365368178604,5789682.167652585,8050.6737796266
2018-11-10 00:00:00 UTC,0.02346621042672925,5768750.249301605,8772.429045625973
2018-11-11 00:00:00 UTC,0.023152486772373897,5692341.963268171,4738.018270435137
2018-11-12 00:00:00 UTC,0.02284696145934752,5617925.304373552,8987.13926774326
2018-11-13 00:00:00 UTC,0.0217663111977629,5350674.678923762,9102.614142548828
2018-11-14 00:00:00 UTC,0.01989719899700442,4893816.807875418,31778.714391916026
2018-11-15 00:00:00 UTC,0.015734569610761535,3861546.5710814544,54543.70060249687
2018-11-16 00:00:00 UTC,0.01611768973763458,3965210.8528441633,10668.469534868285
2018-11-17 00:00:00 UTC,0.016551810712729965,4072531.0561978812,4150.154308377068
2018-11-18 00:00:00 UTC,0.016036820390700236,3945583.1578557063,5223.094193222838
2018-11-19 00:00:00 UTC,0.015633644448847826,3849410.1411547167,11737.090021820773
2018-11-20 00:00:00 UTC,0.011798059115266461,3041465.274943269,15479.671268250726
2018-11-21 00:00:00 UTC,0.010177537717322958,2503951.362223013,14346.01257431725
2018-11-22 00:00:00 UTC,0.011488024958824223,2840880.4321858143,7277.748552235007
2018-11-23 00:00:00 UTC,0.010490864600058696,2558251.082236861,3864.1306771657573
2018-11-24 00:00:00 UTC,0.010349051177858202,2548581.4955246067,2224.867766021427
2018-11-25 00:00:00 UTC,0.009477305485089708,2334196.2989117457,1385.4335686694628
2018-11-26 00:00:00 UTC,0.010281879658743175,2532673.727428614,5249.20935085981
